bar,item,price
"Señor Frog's","Southern Fried Catfish",17.95
"Romano's Macaroni Grill","White Chicken Chili",13.95
"Quaker Steak & Lube","Yo Soy Un Berliner",6.52
"Black Angus Steakhouse","Parmesan-Garlic Cheese Bread",8.95
"Outback Steakhouse","Pothole Stout",12.58
"Pei Wei Asian Diner","Chicken Fingers, and Pasta",5.95
"Sizzler","Citra Ass Down",4.48
"Buffalo Wild Wings","Tart Side of the Moon",10.91
"Joe's Crab Shack","Rye Porter",3.66
"Uno Chicago Grill","Kobe Burger",14.95
"California Pizza Kitchen","Thai Lettuce Wraps",13.95
"Chipotle Mexican Grill","Spicy Calabrian Chicken",8.95
"Qdoba Mexican Grill","Greenbelt Farmhouse Ale",5.52
"Baja Fresh","Naked Pig Pale Ale",5.07
"Famous Dave's","Dubbelicious",11.48
"Scores","Hopportunity Knocks IPA",11.83
"Benihana","Hopkick Dropkick",1.78
"Bluepoint Sage Cafe","Sex and Candy",8.28
